Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genres,Country,Language,Runtime,Genres,,,,,,,
Pretty in Pink,1986,13+,6.8,77%,0,0,1,0,0,"Comedy,Drama,Romance",United States,English,97,Comedy,Drama,Romance,,,,,
Dog Soldiers,2002,18+,6.8,77%,0,0,1,0,0,"Action,Horror,Thriller","United Kingdom,Luxembourg,United States",English,105,Action,Horror,Thriller,,,,,
Braven,2018,18+,6,77%,0,0,1,0,0,"Action,Thriller",Canada,English,94,Action,Thriller,,,,,,
Danny Collins,2015,18+,7,77%,0,0,1,0,0,"Biography,Comedy,Drama,Music",United States,English,106,Biography,Comedy,Drama,Music,,,,
Explorers,1985,7+,6.6,77%,0,0,1,0,0,"Adventure,Comedy,Family,Romance,Sci-Fi",United States,"English,German",109,Adventure,Comedy,Family,Romance,Sci-Fi,,,
Last Flag Flying,2017,18+,6.9,77%,0,0,1,0,0,"Comedy,Drama,War",United States,English,125,Comedy,Drama,War,,,,,
"Jeff, Who Lives at Home",2011,18+,6.5,77%,0,0,1,0,0,"Comedy,Drama",United States,English,83,Comedy,Drama,,,,,,
Changing Lanes,2002,18+,6.4,77%,0,0,1,0,0,"Drama,Thriller",United States,English,98,Drama,Thriller,,,,,,
Bones Brigade: An Autobiography,2012,18+,8.1,77%,0,0,1,0,0,"Documentary,Sport",United States,English,90,Documentary,Sport,,,,,,
The Ninth Configuration,1980,18+,7,77%,0,0,1,0,0,"Comedy,Drama,Horror,Mystery,Thriller",United States,English,118,Comedy,Drama,Horror,Mystery,Thriller,,,
Ill Manors,2012,13+,7.1,77%,0,0,1,0,0,"Crime,Drama",United Kingdom,English,121,Crime,Drama,,,,,,
Mr. Majestyk,1974,7+,6.8,77%,0,0,1,0,0,"Action,Crime,Drama,Romance,Thriller",United States,English,103,Action,Crime,Drama,Romance,Thriller,,,
Elvis & Nixon,2016,18+,6.4,77%,0,0,1,0,0,"Comedy,History",United States,English,86,Comedy,History,,,,,,
Crown Heights,2017,18+,6.5,77%,0,0,1,0,0,"Biography,Crime,Drama,Romance",United States,English,94,Biography,Crime,Drama,Romance,,,,
Knightriders,1981,18+,6.3,77%,0,0,1,0,0,"Action,Drama",United States,English,146,Action,Drama,,,,,,
Essential Killing,2010,18+,6.1,77%,0,0,1,0,0,"Thriller,War","Poland,Norway,Ireland,Hungary,France","English,Polish,Arabic",83,Thriller,War,,,,,,
Genova,2008,18+,6,77%,0,0,1,0,0,"Drama,Mystery,Romance","United Kingdom,Sweden,Cayman Islands","English,Italian",93,Drama,Mystery,Romance,,,,,
Watermark,2013,7+,6.9,77%,0,0,1,0,0,Documentary,Canada,"Mandarin,Bengali,Hindi,Spanish,English",92,Documentary,,,,,,,
The Ghoul,2017,18+,5.6,77%,0,0,1,0,0,"Horror,Thriller",United Kingdom,English,88,Horror,Thriller,,,,,,
The Object of Beauty,1991,18+,5.6,77%,0,0,1,0,0,"Comedy,Crime,Drama","United Kingdom,United States",English,103,Comedy,Crime,Drama,,,,,
Ice Age,2002,7+,7.5,77%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Fantasy",United States,English,81,Animation,Adventure,Comedy,Family,Fantasy,,,
Frozen II,2019,7+,6.9,77%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Fantasy,Musical",United States,English,103,Animation,Adventure,Comedy,Family,Fantasy,Musical,,
GoldenEye,1995,13+,7.2,78%,1,0,0,0,0,"Action,Adventure,Thriller","United Kingdom,United States","English,Russian,Spanish",130,Action,Adventure,Thriller,,,,,
The Other Guys,2010,13+,6.6,78%,1,0,0,0,0,"Action,Comedy,Crime",United States,"English,Ukrainian",107,Action,Comedy,Crime,,,,,
Indiana Jones and the Kingdom of the Crystal Skull,2008,13+,6.1,78%,1,0,0,0,0,"Action,Adventure",United States,"English,German,Russian",122,Action,Adventure,,,,,,
Ip Man 3,2015,13+,7.1,78%,1,0,0,0,0,"Action,Biography,Drama","China,Hong Kong","Cantonese,English",105,Action,Biography,Drama,,,,,
Everybody Knows,2018,18+,6.9,78%,1,0,0,0,0,"Crime,Drama,Mystery,Thriller","Spain,France,Italy,Argentina,Germany","Spanish,English,Catalan",133,Crime,Drama,Mystery,Thriller,,,,
Killer Klowns from Outer Space,1988,13+,6.2,78%,1,0,0,0,0,"Comedy,Horror,Sci-Fi",United States,English,88,Comedy,Horror,Sci-Fi,,,,,
The Grandmaster,2013,13+,6.6,78%,1,0,0,0,0,"Action,Biography,Drama,Romance,War","Hong Kong,China","Mandarin,Cantonese,Japanese",130,Action,Biography,Drama,Romance,War,,,
Bon Cop Bad Cop,2006,13+,6.8,78%,1,0,0,0,0,"Action,Comedy,Crime,Thriller",Canada,"English,French",116,Action,Comedy,Crime,Thriller,,,,
The Little Hours,2017,18+,5.8,78%,1,0,0,0,0,"Comedy,Romance",Canada,English,90,Comedy,Romance,,,,,,
Sweet Virginia,2017,18+,6.2,78%,1,0,0,0,0,"Drama,Thriller",Canada,English,93,Drama,Thriller,,,,,,
Cult of Chucky,2017,18+,5.2,78%,1,0,0,0,0,"Comedy,Fantasy,Horror,Thriller",United States,English,91,Comedy,Fantasy,Horror,Thriller,,,,
The Ballad of Lefty Brown,2017,18+,6.3,78%,1,0,0,0,0,"Action,Drama,Western",United States,English,111,Action,Drama,Western,,,,,
Ginger & Rosa,2012,13+,6.3,78%,1,0,0,0,0,Drama,"United Kingdom,Denmark,Canada,Croatia",English,90,Drama,,,,,,,
Mean Dreams,2016,18+,6.3,78%,1,0,0,0,0,Thriller,Canada,English,108,Thriller,,,,,,,
The Legend of Cocaine Island,2018,18+,6.3,78%,1,0,0,0,0,Documentary,United States,English,83,Documentary,,,,,,,
The Green Mile,1999,18+,8.6,78%,0,1,0,0,0,"Crime,Drama,Fantasy,Mystery",United States,"English,French",189,Crime,Drama,Fantasy,Mystery,,,,
The Clovehitch Killer,2018,13+,6.5,78%,0,1,0,0,0,"Crime,Drama,Mystery,Thriller",United States,English,109,Crime,Drama,Mystery,Thriller,,,,
The Hero,2017,18+,6.5,78%,0,1,0,0,0,"Drama,Romance,Western",United States,English,96,Drama,Romance,Western,,,,,
The First Monday in May,2016,13+,7.2,78%,0,1,0,0,0,Documentary,United States,English,90,Documentary,,,,,,,
Fitzcarraldo,1982,7+,8.1,78%,0,0,1,0,0,"Adventure,Drama","West Germany,Peru","German,Spanish,Italian,English",158,Adventure,Drama,,,,,,
Terms of Endearment,1983,7+,7.4,78%,0,0,1,0,0,"Comedy,Drama",United States,English,132,Comedy,Drama,,,,,,
Rab Ne Bana Di Jodi,2008,7+,7.2,78%,0,0,1,0,0,"Comedy,Drama,Music,Romance",India,Hindi,167,Comedy,Drama,Music,Romance,,,,
Phenomena,1985,18+,6.8,78%,0,0,1,0,0,"Horror,Mystery","Italy,Switzerland","Italian,Swiss German,Danish",116,Horror,Mystery,,,,,,
Recount,2008,18+,7.4,78%,0,0,1,0,0,"Drama,History",United States,English,116,Drama,History,,,,,,
Why We Fight,2005,13+,8,78%,0,0,1,0,0,"Documentary,History,War","United Kingdom,France,Denmark,Canada,United States","English,Arabic",98,Documentary,History,War,,,,,
The Connection,2014,18+,7.1,78%,0,0,1,0,0,"Action,Crime,Thriller","France,Belgium","French,Italian,English",135,Action,Crime,Thriller,,,,,
Ashes of Time,1994,18+,7.2,78%,0,0,1,0,0,"Action,Drama","Hong Kong,Taiwan","Mandarin,Cantonese",100,Action,Drama,,,,,,
Party Girl,1995,18+,6.6,78%,0,0,1,0,0,"Crime,Drama,Romance","United States,Canada",English,94,Crime,Drama,Romance,,,,,
Romero,1989,13+,7.1,78%,0,0,1,0,0,"Biography,Crime,Drama,History,Thriller,War","United States,Mexico","English,German",102,Biography,Crime,Drama,History,Thriller,War,,
Author: The JT LeRoy Story,2016,18+,7.1,78%,0,0,1,0,0,"Documentary,Biography",United States,"English,German",110,Documentary,Biography,,,,,,
Felix and Meira,2015,18+,6.7,78%,0,0,1,0,0,"Drama,Romance",Canada,"French,Yiddish,English,Spanish,Hebrew,Italian",105,Drama,Romance,,,,,,
Five Corners,1987,18+,6.2,78%,0,0,1,0,0,"Crime,Drama,Thriller","United Kingdom,United States",English,90,Crime,Drama,Thriller,,,,,
Big Ass Spider!,2013,13+,5.3,78%,0,0,1,0,0,"Action,Adventure,Comedy,Sci-Fi,Thriller",United States,English,80,Action,Adventure,Comedy,Sci-Fi,Thriller,,,
Sharknado,2013,16+,3.3,78%,0,0,1,0,0,"Action,Adventure,Comedy,Horror,Sci-Fi,Thriller",United States,English,86,Action,Adventure,Comedy,Horror,Sci-Fi,Thriller,,
Casey's Shadow,1978,7+,6.1,78%,0,0,1,0,0,"Drama,Family,Sport",United States,English,117,Drama,Family,Sport,,,,,
The Witch Who Came from the Sea,1976,18+,5.6,78%,0,0,1,0,0,"Drama,Horror,Thriller",United States,English,83,Drama,Horror,Thriller,,,,,
La Bare,2014,18+,6,78%,0,0,1,0,0,Documentary,United States,English,91,Documentary,,,,,,,
The Revival,2017,18+,5.4,78%,0,0,1,0,0,"Drama,Romance",United States,English,85,Drama,Romance,,,,,,
Sparkle,2007,7+,6,78%,0,0,1,0,0,"Drama,Music",United States,English,116,Drama,Music,,,,,,
Brave,2012,7+,7.1,78%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Fantasy","United States,United Kingdom",English,93,Animation,Adventure,Comedy,Family,Fantasy,,,
Captain Marvel,2019,13+,6.9,78%,0,0,0,1,0,"Action,Adventure,Sci-Fi","United States,Australia",English,123,Action,Adventure,Sci-Fi,,,,,
Holes,2003,7+,7,78%,0,0,0,1,0,"Adventure,Comedy,Drama,Family,Mystery",United States,English,117,Adventure,Comedy,Drama,Family,Mystery,,,
The Lion King 1½,2004,all,6.5,78%,0,0,0,1,0,"Animation,Adventure,Comedy,Family,Musical","Australia,United States",English,77,Animation,Adventure,Comedy,Family,Musical,,,
Tinker Bell and the Great Fairy Rescue,2010,all,6.9,78%,0,0,0,1,0,"Animation,Adventure,Family,Fantasy",United States,English,76,Animation,Adventure,Family,Fantasy,,,,
Descendants 3,2019,all,6.7,78%,0,0,0,1,0,"Adventure,Family,Musical",United States,English,106,Adventure,Family,Musical,,,,,
The Theory of Everything,2014,13+,7.7,79%,1,0,0,0,0,"Biography,Drama,Romance","United Kingdom,Japan,United States","English,French",123,Biography,Drama,Romance,,,,,
Saving Mr. Banks,2013,13+,7.5,79%,1,0,0,1,0,"Biography,Comedy,Drama","United States,United Kingdom,Australia",English,125,Biography,Comedy,Drama,,,,,
The Killing of a Sacred Deer,2017,18+,7,79%,1,0,0,0,0,"Drama,Horror,Mystery,Thriller","Ireland,United Kingdom","English,French",121,Drama,Horror,Mystery,Thriller,,,,
Mary Poppins Returns,2018,7+,6.7,79%,1,0,0,0,0,"Comedy,Family,Fantasy,Musical","United States,United Kingdom",English,130,Comedy,Family,Fantasy,Musical,,,,
American Honey,2016,18+,7,79%,1,0,0,0,0,"Drama,Romance","United Kingdom,United States",English,163,Drama,Romance,,,,,,
Get Santa,2014,7+,6.2,79%,1,0,0,0,0,"Comedy,Family","United Kingdom,United States",English,102,Comedy,Family,,,,,,
Buffalo Boys,2018,18+,5.8,79%,1,0,0,0,0,"Action,Drama,History,Thriller","Indonesia,Singapore","Indonesian,English",102,Action,Drama,History,Thriller,,,,
Horton Hears a Who!,2008,all,6.8,79%,0,1,0,0,0,"Animation,Adventure,Comedy,Family,Fantasy",United States,English,86,Animation,Adventure,Comedy,Family,Fantasy,,,
Killer Joe,2011,18+,6.7,79%,0,1,0,0,0,"Crime,Drama,Thriller",United States,English,102,Crime,Drama,Thriller,,,,,
It's a Disaster,2013,18+,6.4,79%,0,1,1,0,0,"Comedy,Drama",United States,English,88,Comedy,Drama,,,,,,
Bad Reputation,2018,18+,7.3,79%,0,1,0,0,0,"Drama,Horror,Thriller",United States,English,90,Drama,Horror,Thriller,,,,,
Padre nuestro,2007,18+,6.9,79%,0,1,0,0,0,"Drama,History","Ireland,United Kingdom,Denmark,Spain",English,94,Drama,History,,,,,,
The Reagan Show,2017,7+,6.4,79%,0,1,0,0,0,Documentary,United States,English,74,Documentary,,,,,,,
The Birdcage,1996,18+,7.1,79%,0,0,1,0,0,Comedy,United States,English,117,Comedy,,,,,,,
Magic Mike,2012,18+,6.1,79%,0,0,1,0,0,"Comedy,Drama",United States,English,110,Comedy,Drama,,,,,,
Light of My Life,2019,18+,6.6,79%,0,0,1,0,0,"Drama,Sci-Fi,Thriller",United States,English,119,Drama,Sci-Fi,Thriller,,,,,
Any Day Now,2012,18+,7.5,79%,0,0,1,0,0,Drama,United States,English,60,Drama,,,,,,,
Coffy,1973,18+,6.8,79%,0,0,1,0,0,"Action,Crime,Thriller",United States,English,90,Action,Crime,Thriller,,,,,
I Capture the Castle,2003,18+,6.9,79%,0,0,1,0,0,"Drama,Romance",United Kingdom,English,113,Drama,Romance,,,,,,
Photograph,2019,13+,6.8,79%,0,0,1,0,0,"Drama,Romance","Germany,India,United States","Hindi,Gujarati,English",110,Drama,Romance,,,,,,
Biggie and Tupac,2002,18+,6.8,79%,0,0,1,0,0,"Documentary,Biography,Crime,Music",United Kingdom,English,108,Documentary,Biography,Crime,Music,,,,
Twins of Evil,1971,18+,6.6,79%,0,0,1,0,0,Horror,United Kingdom,English,87,Horror,,,,,,,
Tales of Halloween,2015,18+,5.5,79%,0,0,1,0,0,"Comedy,Horror",United States,English,92,Comedy,Horror,,,,,,
Dark River,2018,18+,5.8,79%,0,0,1,0,0,"Drama,Mystery,Thriller",United Kingdom,English,90,Drama,Mystery,Thriller,,,,,
The Reef,2010,18+,5.8,79%,0,0,1,0,0,"Adventure,Drama,Horror,Thriller",Australia,English,94,Adventure,Drama,Horror,Thriller,,,,
The Suicide Theory,2015,18+,6.5,79%,0,0,1,0,0,Drama,Australia,English,98,Drama,,,,,,,
100 Bloody Acres,2012,18+,6,79%,0,0,1,0,0,"Comedy,Horror",Australia,English,91,Comedy,Horror,,,,,,
Jimmy Carter Man from Plains,2007,7+,7,79%,0,0,1,0,0,"Documentary,Biography,History",United States,English,125,Documentary,Biography,History,,,,,
Small Town Murder Songs,2010,18+,5.9,79%,0,0,1,0,0,"Crime,Drama,Thriller",Canada,"English,Low German",75,Crime,Drama,Thriller,,,,,
"Never Steady, Never Still",2017,16+,6,79%,0,0,1,0,0,Drama,Canada,English,112,Drama,,,,,,,
Kingdom of Shadows,2015,13+,6.7,79%,0,0,1,0,0,Documentary,"Mexico,United States","Spanish,English",75,Documentary,,,,,,,
Pirates of the Caribbean: The Curse of the Black Pearl,2003,13+,8,79%,0,0,0,1,0,"Action,Adventure,Fantasy",United States,English,143,Action,Adventure,Fantasy,,,,,
Iron Man 3,2013,13+,7.2,79%,0,0,0,1,0,"Action,Adventure,Sci-Fi",United States,English,130,Action,Adventure,Sci-Fi,,,,,
The Great Mouse Detective,1986,all,7.2,79%,0,0,0,1,0,"Animation,Adventure,Family,Musical,Mystery",United States,"English,French,German,Italian",74,Animation,Adventure,Family,Musical,Mystery,,,
Ferris Bueller's Day Off,1986,13+,7.8,80%,1,0,0,0,0,Comedy,United States,"English,German",103,Comedy,,,,,,,
Back to the Future Part III,1990,7+,7.4,80%,1,0,0,0,0,"Adventure,Comedy,Sci-Fi,Western",United States,English,118,Adventure,Comedy,Sci-Fi,Western,,,,
Philadelphia,1993,13+,7.7,80%,1,0,0,0,0,Comedy,United States,English,22,Comedy,,,,,,,
Catfish,2010,13+,7.1,80%,1,0,0,0,0,"Documentary,Drama,Mystery,Thriller",United States,English,87,Documentary,Drama,Mystery,Thriller,,,,
The Spiderwick Chronicles,2008,7+,6.5,80%,1,0,0,0,0,"Action,Adventure,Drama,Family,Fantasy",United States,English,96,Action,Adventure,Drama,Family,Fantasy,,,
22-Jul,2018,18+,6.8,80%,1,0,0,0,0,"Crime,Drama,History,Thriller","Norway,Iceland,United States","English,Norwegian",143,Crime,Drama,History,Thriller,,,,
Mune: Guardian of the Moon,2015,7+,7.2,80%,1,0,0,0,0,"Animation,Adventure,Comedy,Family,Fantasy",France,"French,English",85,Animation,Adventure,Comedy,Family,Fantasy,,,
Next Gen,2018,7+,6.6,80%,1,0,0,0,0,"Animation,Action,Adventure,Comedy,Family,Sci-Fi","China,Canada,United States","English,Mandarin",106,Animation,Action,Adventure,Comedy,Family,Sci-Fi,,
Black Sea,2014,18+,6.4,80%,1,0,0,0,0,"Adventure,Drama,Thriller","United Kingdom,Russia,United States","English,Russian",114,Adventure,Drama,Thriller,,,,,
Young Adult,2011,18+,6.2,80%,1,0,1,0,0,"Comedy,Drama",United States,English,94,Comedy,Drama,,,,,,
Tigertail,2020,7+,6.4,80%,1,0,0,0,0,Drama,United States,"English,Min Nan,Mandarin",91,Drama,,,,,,,
Haywire,2011,18+,5.8,80%,1,0,0,0,0,"Action,Drama,Thriller","Ireland,United States","English,Spanish",93,Action,Drama,Thriller,,,,,
I Am Kalam,2010,all,8,80%,1,0,1,0,0,"Comedy,Drama,Family",India,Hindi,88,Comedy,Drama,Family,,,,,
Cop Car,2015,18+,6.3,80%,1,0,0,0,0,"Crime,Thriller",United States,English,88,Crime,Thriller,,,,,,
Breath,2017,18+,6.7,80%,1,0,1,0,0,"Drama,Romance,Sport",Australia,English,115,Drama,Romance,Sport,,,,,
Operation Red Sea,2018,18+,6.7,80%,1,0,0,0,0,"Action,Drama,Thriller,War","China,Morocco,Hong Kong","Mandarin,Arabic,English",142,Action,Drama,Thriller,War,,,,
Fire in Paradise,2019,18+,7.4,80%,1,0,0,0,0,"Documentary,Short",United States,English,39,Documentary,Short,,,,,,
Quartet,2012,13+,6.8,80%,1,0,0,0,0,"Comedy,Drama",United Kingdom,"English,Italian,Polish,French",98,Comedy,Drama,,,,,,
No One Killed Jessica,2011,13+,7.2,80%,1,0,0,0,0,"Biography,Crime,Drama,Thriller",India,"Hindi,English",136,Biography,Crime,Drama,Thriller,,,,
A Fortunate Man,2018,16+,7.2,80%,1,0,0,0,0,Drama,Denmark,"Danish,German",162,Drama,,,,,,,
Pee-wee's Big Holiday,2016,7+,6.1,80%,1,0,0,0,0,"Comedy,Family",United States,"English,Spanish",90,Comedy,Family,,,,,,
Hasee Toh Phasee,2014,13+,6.8,80%,1,0,0,0,0,"Comedy,Romance",India,"Hindi,English,Chinese,Spanish",141,Comedy,Romance,,,,,,
The Keeping Hours,2017,13+,6.3,80%,1,0,0,0,0,"Drama,Fantasy,Horror,Mystery,Thriller",United States,English,91,Drama,Fantasy,Horror,Mystery,Thriller,,,
Khoobsurat,2014,7+,6.4,80%,1,0,0,0,0,"Comedy,Romance",India,Hindi,130,Comedy,Romance,,,,,,
Karthik Calling Karthik,2010,7+,7,80%,1,0,0,0,0,"Drama,Mystery,Thriller",India,"Hindi,Urdu",135,Drama,Mystery,Thriller,,,,,
"Faith, Hope & Love",2019,7+,6.1,80%,1,0,0,0,0,"Comedy,Romance",United States,English,106,Comedy,Romance,,,,,,
Clive Davis: The Soundtrack of Our Lives,2017,13+,7.4,80%,1,0,0,0,0,Documentary,United States,English,123,Documentary,,,,,,,
Toro,2016,13+,5.9,80%,1,0,1,0,0,"Action,Adventure,Crime,Drama,Thriller",Spain,Spanish,105,Action,Adventure,Crime,Drama,Thriller,,,
Await Further Instructions,2018,18+,4.8,80%,1,0,0,0,0,"Horror,Mystery,Sci-Fi",United Kingdom,English,91,Horror,Mystery,Sci-Fi,,,,,
I'll See You in My Dreams,2015,13+,6.7,80%,1,0,0,0,0,"Comedy,Drama,Romance",United States,English,92,Comedy,Drama,Romance,,,,,
Anthony Jeselnik: Fire in the Maternity Ward,2019,18+,7,80%,1,0,0,0,0,Comedy,United States,English,64,Comedy,,,,,,,
Melancholia,2011,18+,7.2,80%,0,1,0,0,0,"Drama,Sci-Fi","Denmark,Sweden,France,Germany",English,135,Drama,Sci-Fi,,,,,,
The Prince of Egypt,1998,7+,7.1,80%,0,1,0,0,0,"Animation,Adventure,Drama,Family,Fantasy,Musical",United States,"English,Hebrew",99,Animation,Adventure,Drama,Family,Fantasy,Musical,,
Star Trek III: The Search for Spock,1984,7+,6.7,80%,0,1,1,0,0,"Action,Adventure,Sci-Fi",United States,"English,Klingon,Russian,French",105,Action,Adventure,Sci-Fi,,,,,
Active Measures,2018,13+,7.9,80%,0,1,0,0,0,Documentary,United States,English,109,Documentary,,,,,,,
Slums of Beverly Hills,1998,18+,6.6,80%,0,1,0,0,0,"Comedy,Drama",United States,English,91,Comedy,Drama,,,,,,
Southbound,2015,18+,5.9,80%,0,1,1,0,0,"Fantasy,Horror,Thriller",United States,English,89,Fantasy,Horror,Thriller,,,,,
C.S.A.: The Confederate States of America,2005,13+,6.4,80%,0,1,0,0,0,"Comedy,Drama,War",United States,English,89,Comedy,Drama,War,,,,,
A Crooked Somebody,2018,18+,6.2,80%,0,1,0,0,0,"Crime,Drama,Thriller",United States,English,102,Crime,Drama,Thriller,,,,,
Before We Vanish,2017,18+,6,80%,0,1,0,0,0,"Drama,Sci-Fi",Japan,Japanese,129,Drama,Sci-Fi,,,,,,
The Alchemist Cookbook,2016,18+,5.1,80%,0,1,1,0,0,"Comedy,Drama,Horror",United States,English,82,Comedy,Drama,Horror,,,,,
Captain America: The First Avenger,2011,13+,6.9,80%,0,0,1,1,0,"Action,Adventure,Sci-Fi",United States,"English,Norwegian,French",124,Action,Adventure,Sci-Fi,,,,,
The Hours,2002,13+,7.5,80%,0,0,1,0,0,"Drama,Romance","United States,United Kingdom,France,Canada,Germany",English,110,Drama,Romance,,,,,,
Bridget Jones's Diary,2001,18+,6.7,80%,0,0,1,0,0,"Comedy,Drama,Romance","United Kingdom,France,United States",English,97,Comedy,Drama,Romance,,,,,
Triangle,2009,18+,6.9,80%,0,0,1,0,0,"Fantasy,Mystery,Thriller","United Kingdom,Australia",English,99,Fantasy,Mystery,Thriller,,,,,
The Snowman,1982,all,8.2,80%,0,0,1,0,0,"Crime,Drama,Mystery,Thriller","United Kingdom,United States,China,Sweden,Japan","English,Russian",119,Crime,Drama,Mystery,Thriller,,,,
Marshall,2017,13+,7.2,80%,0,0,1,0,0,"Biography,Crime,Drama,History","United States,China,Hong Kong",English,118,Biography,Crime,Drama,History,,,,
The Pink Panther Strikes Again,1976,7+,7.2,80%,0,0,1,0,0,"Comedy,Crime","United Kingdom,United States",English,103,Comedy,Crime,,,,,,
Late Night,2019,18+,6.5,80%,0,0,1,0,0,"Comedy,Drama",United States,English,102,Comedy,Drama,,,,,,
Breakdown,1997,18+,6.9,80%,0,0,1,0,0,"Crime,Drama,Mystery,Thriller",United States,English,93,Crime,Drama,Mystery,Thriller,,,,
Unsane,2018,18+,6.4,80%,0,0,1,0,0,"Drama,Horror,Mystery,Thriller",United States,English,98,Drama,Horror,Mystery,Thriller,,,,
Dark Water,2002,13+,6.7,80%,0,0,1,0,0,"Drama,Horror,Mystery",United States,English,105,Drama,Horror,Mystery,,,,,
Macbeth,2015,18+,6.6,80%,0,0,1,0,0,"Drama,History,War","United Kingdom,France,United States",English,113,Drama,History,War,,,,,
I Dream in Another Language,2017,18+,7.4,80%,0,0,1,0,0,"Drama,Romance","Mexico,Netherlands","Spanish,English",103,Drama,Romance,,,,,,
Miss Granny,2014,13+,7.3,80%,0,0,1,0,0,"Comedy,Fantasy,Music",Philippines,"Tagalog,Filipino",120,Comedy,Fantasy,Music,,,,,
Badrinath Ki Dulhania,2017,7+,6.2,80%,0,0,1,0,0,"Comedy,Drama,Romance",India,Hindi,139,Comedy,Drama,Romance,,,,,
Another Country,1984,7+,7.1,80%,0,0,1,0,0,"Biography,Drama,History,Romance",United Kingdom,English,90,Biography,Drama,History,Romance,,,,
What Have You Done to Solange?,1972,18+,7,80%,0,0,1,0,0,"Horror,Mystery,Thriller","Italy,West Germany,United Kingdom",Italian,107,Horror,Mystery,Thriller,,,,,
Brad's Status,2017,18+,6.5,80%,0,0,1,0,0,"Comedy,Drama,Music",United States,English,102,Comedy,Drama,Music,,,,,
Return of the Hero,2018,13+,6.5,80%,0,0,1,0,0,"Comedy,History","France,Belgium",French,90,Comedy,History,,,,,,
The Opposite of Sex,1998,18+,6.3,80%,0,0,1,0,0,"Comedy,Drama,Romance",United States,English,105,Comedy,Drama,Romance,,,,,
G.B.F.,2013,18+,5.9,80%,0,0,1,0,0,"Comedy,Drama,Romance",United States,"English,German",92,Comedy,Drama,Romance,,,,,
